Number,Year,Genre,Source,Sentence,Syntax,Contrast,Position,Other,Local,Licensor.category,Licensor,Note,Note2,Syntax2,Contrast2
72,2009,NEWS,Atlanta ,"add power to a team that was 22nd in the majors in homers, much less to an outfield with the third-fewest homers (45) in the National League and",PP,NP,final,NA,0,NEC,NA,NA,NA,PP,NP
73,2009,NEWS,WashPost ,TV critics because Hollywood suits never ever smack down their stars in public -- much less in front of 200 members of the press. # And McPherson is Heigl's,PP,NP,final,NA,1,Neg,never,NA,NA,PP,NP
74,2009,ACAD,Humanist ,"were never expected to look back and think about our lives before adoption, much less about our countries of birth. The American flags we were given upon assuming citizenship",PP,NP,final,NA,0,Neg,never,NA,NA,PP,NP
75,2009,ACAD,IntlAffairs ,"still does not address how to prioritize assistance by region of the world, much less by sector priority or by country category. We can now categorize brilliantly, but",PP,NP,final,NA,0,Neg,NA,NA,NA,PP,NP
81,2009,ACAD,ForeignAffairs ,"DEVICE DIVERSIFICATION BY Russia would be one thing, but diversification by China, much less by emerging markets as a group, would be another. The economist Brad Setser",PP,NP,in S,subj,1,??,but?,NA,NA,PP,NP
88,2008,MAG,Fortune ,"regulates nonpublic funds, does not say anything about talking to the press, much less about websites. But some lawyers would tell Goldstein, if he were their client",PP,NP,final,NA,0,Neg,NA,NA,NA,PP,NP
95,2008,MAG,Atlantic ,"questions. They are not ready for high school, some of them, much less for college. I am the man who has to lower the hammer. We",PP,NP,final,NA,1,Neg,NA,NA,NA,PP,NP
96,2008,NEWS,Houston ,". # I was amazed that Johnny made it to school each day, much less to football practice. But the Tigers are full of stories like that, says",PP,NP,final,NA,1,Prag,Adversity,NA,NA,PP,NP
98,2008,ACAD,AmerScholar ,"then, the 14th Amendment is not grounded in something like self-evident truth, much less in principle or reason, but in "" sentiment, "" in the "" heart",PP,NP,final,NA,1,Neg,NA,NA,NA,PP,NP
106,2007,FIC,FantasySciFi ,"of Einstein's work still don't address every condition in our universe, much less in those other realms that may or may not exist. "" A hand waves",PP,NP,final,NA,1,Neg,NA,NA,NA,PP,NP
108,2007,MAG,USCatholic ,"becomes more clear that they do not really regard her as a peer, much less as a true friend. Christina, who is very astute emotionally, senses those",PP,NP,final,NA,1,Neg,NA,NA,NA,PP,NP
118,2007,ACAD,Mercury ,"Splendid Return # Two-and-a-half years is a long time to wait for anything, much less for one of nature's most impressive spectacles. Yet we haven't witnessed a",PP,NP,final,NA,1,Adj,long,NA,NA,PP,NP
129,2006,FIC,Bk:PointToPoint ,"press? -if the novel itself is of little consequence to the civilized, much less to the generality? The novel as teaching aid is something else, but hardly",PP,NP,final,NA,1,Adj,little,NA,NA,PP,NP
132,2006,MAG,Shape ,"can't even bring themselves to blurt it out to their best friends, much less to their doctors. But sex should never hurt. "" There are many possible",PP,NP,final,NA,1,Neg,NA,NA,NA,PP,NP
137,2006,ACAD,ForeignAffairs ,"out by a tiny group of men who had never been to Afghanistan, much less to any of al Qaeda's training camps. They pulled off a coordinated nonsuicidal",PP,NP,final,NA,1,Neg,never,NA,NA,PP,NP
143,2006,ACAD,RoeperReview ,"preschool age. None of them tell us anything about a possible ADHD, much less about giftedness. And because these are ubiquitous behaviors, they are not used in",PP,NP,final,NA,1,Neg,none,NA,NA,PP,NP
145,2005,SPOK,CBS_48Hours ,"I have never raised my hand in anger against anyone, not ever, much less against the woman with whom I created a child. ! SCHLESINGER:",PP,NP,final,NA,1,Neg,never,NA,NA,PP,NP
155,2005,MAG,TownCountry ,"almost died. I didn't know how to answer that in English, much less in my bad French. But I stumbled to get something out, and it",PP,NP,final,NA,1,Neg,NA,NA,NA,PP,NP
156,2005,MAG,Newsweek ,"struggle against the "" satanic power "" of the United States as combatants, much less as suicide bombers. Zarqawi has made his own decision. But a U.S. counterterrorism",PP,NP,final,NA,1,NEC,NA,NA,NA,PP,NP
157,2005,NEWS,NYTimes ,"regression and recrimination and pain that can not be represented in a year, much less in a single dispatch in a single day. # It eschews passion. If",PP,NP,final,NA,1,Neg,NA,NA,NA,PP,NP
164,2005,ACAD,AfricanHist ,"the dam, they rarely describe Cahora Bassa as a source of prosperity, much less as a symbol of modernity - they talk instead about the loss of place,",PP,NP,final,NA,0,Adv,rarely,NA,NA,PP,NP
168,2004,MAG,Futurist ,"we ourselves do. It has no place in a world of reason, much less in a world of peace and understanding, a world in which, we can",PP,NP,final,NA,0,Neg,NA,NA,NA,PP,NP
169,2004,MAG,HarpersMag ,"duration of the prerecorded hour he presented the headmaster not with an explanation, much less with an admission of possible error, but with a boastful flow of pious sentiment",PP,NP,final,conj / no conj,1,Neg,NA,NA,NA,PP,NP
171,2004,MAG,SportingNews ,"by a Super Bowl victory, is an impressive accomplishment in any era, much less in this decade of unpredictability. But matched against the great teams in league annals",PP,NP,final,NA,1,Prag,Adversity,NA,NA,PP,NP
181,2003,SPOK,NBC_Dateline ,"that area of the island there's no signal even on the land, much less on the water. MORRISON: (Voiceover) Or so he thought. (Ocean) 911 Operator",PP,NP,final,NA,1,Neg,NA,NA,NA,PP,NP
185,2003,FIC,GoodHousekeeping ,"Of course this doesn't have the first thing to do with snow, much less with Brian, but since Lacey is crying her eyes out, we have to",PP,NP,final,NA,1,Neg,NA,NA,NA,PP,NP
187,2003,MAG,USAToday ,". The tax situation makes it more difficult to return to small deficits, much less to the budget surpluses experienced during 1998-2001. # Moreover, the goal of comprehensive",PP,NP,final,NA,1,Adj,difficult,NA,NA,PP,NP
190,2003,NEWS,WashPost ,"fellow USPS riders to get Armstrong to the finish line in one piece, much less in first place. Two hundred riders jostle over narrow roads for three weeks and",PP,NP,final,NA,1,NEC,NA,NA,NA,PP,NP
191,2003,ACAD,PerspPolSci ,"become stupid animals content with the present and unmoved by past and future, much less by contingency and mortality. The end of history would be good for our species",PP,NP,final,NA,1,NEC,NA,NA,NA,PP,NP
192,2003,ACAD,PerspPolSci ,". We can not effectively devote ourselves to all human beings now living, much less to those to be born at some distant time. Nature wants us to reproduce",PP,NP,final,NA,1,Neg,NA,NA,NA,PP,NP
194,2003,ACAD,October ,"n't dispense with more conventional forms of "" political "" analysis and interpretation, much less with "" political action, "" but it does affect and possibly transform the grids",PP,NP,final,NA,0,Neg,NA,NA,NA,PP,NP
195,2003,ACAD,Style ,"an opportunity for narratorial comment that is no longer linked to the plot, much less to the shifting between two plot strands. # Leaving it the coach to pursue",PP,NP,final,NA,1,Neg,NA,NA,NA,PP,NP
205,2002,MAG,Atlantic ,"lost your job. There was no incentive to invest in the land, much less in the people who tilled it. This was a carnival concession. You were",PP,NP,final,NA,1,Neg,NA,NA,NA,PP,NP
209,2002,MAG,TechReview ,"medicine, but not everyone was as pleased as Parton by the event, much less by the implication that the same methods might be used to clone human beings.",PP,NP,final,NA,1,Neg,NA,NA,NA,PP,NP
210,2002,MAG,USNWR ,"testified that most health offices are severely understaffed even for routine health services, much less for an act of bioterrorism. Only 25 states have CDC-trained Epidemic Intelligence Service officers",PP,NP,final,NA,1,Adj,understaffed,NA,NA,PP,NP
211,2002,NEWS,Atlanta ,"Deen can't explain precisely when she decided to get out of bed, much less out of the house, but she credits the why to what many consider a",PP,NP,final,NA,1,Neg,NA,NA,NA,PP,NP
213,2002,ACAD,PerspPolSci ,"over moral realism, moreover, is not simply a matter of morals, much less of academic moral philosophy. It bears, centrally, upon our common life,",PP,NP,final,NA,1,Neg,NA,NA,NA,PP,NP
215,2002,ACAD,HospitalTopic ,"who do not participate in employer-provided plans suffer any adverse effects on healthcare, much less on health. Conclusion # Discussion of the uninsured must begin with definitions and the",PP,NP,final,NA,1,Neg,NA,NA,NA,PP,NP
220,2001,FIC,FantasySciFi ,"just came. Who would want a wife out here in The Nowhere, much less in The Down?) Did Wren look back and see I wasn't there",PP,NP,final,NA,1,Ques,NA,NA,NA,PP,NP
221,2001,FIC,Bk:LadySkye ,"were docking, Reilly hadn't given a thought to his own safety, much less to what Miss Christine King was going to think. He had plunged without hesitation",PP,NP,final,repetition,1,Neg,NA,NA,NA,PP,NP
223,2001,MAG,AmSpect ,"at Salamis is not entirely the same as what was ensured at Midway, much less as what was at stake at Lepanto or Tenochtitlan. All ideas are in part",PP,NP,final,repetition,0,Neg,NA,NA,NA,PP,NP
224,2001,MAG,AmSpect ,"last decades of the twentieth century suggests an end to Western military dominance, much less to war itself. Had the United States unleashed its full arsenal of brutal military",PP,NP,final,repetition,1,NEC,NA,NA,NA,PP,NP
228,2001,NEWS,Houston ,"passion for athlete Moses Jackson - which he can scarcely acknowledge to himself, much less to this friend and roommate. The play contends this was the one great love",PP,NP,final,"conj, repetition",1,Adv,scarely,NA,NA,PP,NP
232,2001,ACAD,PerspPolSci ,"know all too well are not shared by almost all other human beings, much less by even the most brilliant members of the other species. Their incoherent self-understanding,",PP,NP,final,repetition,1,Neg,NA,NA,NA,PP,NP
234,2001,ACAD,MichLawReview ,"now, they said, suspects no longer need warnings from the police, much less from Professor Kamisar. Thanks to movies and TV, they already know that they",PP,NP,final,repetition,1,Neg,NA,NA,NA,PP,NP
243,2000,FIC,SouthwestRev ,"here aren't great travelers. Because no one has been to Europe, much less to Russia, we've been spared the ravages of German and Red measles.",PP,NP,final,repetition,1,Neg,NA,NA,NA,PP,NP
244,2000,FIC,Bk:NoGood-byes ,", didn't want to picture her father in bed with her mother, much less with somebody else. And Kitty Ray crying that it was a mistake, that",PP,NP,final,repetition,1,Neg,NA,NA,NA,PP,NP
245,2000,MAG,USAToday ,"one-fifth of that nation's river water is too polluted for irrigation use, much less for drinking. Farmers in India face mounting competition over water as well. India",PP,NP,final,repetition,1,NEC,NA,NA,NA,PP,NP
251,2000,NEWS,CSMonitor ,"and 13-year-olds with no idea of whether they have family in the US, much less in their home countries, and without knowing... what will happen to them,",PP,NP,final,repetition,1,Neg,NA,NA,NA,PP,NP
254,2000,NEWS,Atlanta ,"and will thus feel absolutely no need or desire for continuing affirmative action, much less for reparations or an apology. They will eliminate these programs as unfair or will",PP,NP,final,repetition,1,Neg,NA,NA,NA,PP,NP
255,2000,NEWS,Atlanta ,"tight timetables, just in terms of the mechanics of producing the briefs, much less in terms of what the lawyers were going to argue, "" said Kinvin Wroth",PP,NP,final,repetition,0,NEC,NA,NA,NA,PP,NP
259,2000,ACAD,InterAmStud ,"(1979) argues. There was no way to predict in 1986 (much less in 1982) that a genuine democratization, going beyond a liberalization or political """,PP,NP,in VP,repetition,1,Neg,NA,NA,NA,PP,NP
260,2000,ACAD,GeographRev ,". Nor is there evidence that he read the extensive literature on globalization, much less on world geography. # Such a partial-and, in truth, elitist-approach to global",PP,NP,final,repetition,1,Neg,NA,NA,NA,PP,NP
261,2000,ACAD,GeographRev ,"in such cases, have no way of letting their wishes be known, much less of exercising the kind of power needed to make them come true. Burtless and",PP,NP,final,repetition,0,Neg,NA,NA,NA,PP,NP
267,1999,FIC,ChicagoRev ,"book. It had never occurred to her to want to go anywhere, much less to a place as foreign and far off as Japan; it was so at",PP,NP,final,repetition,1,Neg,never,NA,NA,PP,NP
277,1999,MAG,AmSpect ,"often they are duplicitous. Full disclosure about sterilization programs and condom distribution, much less about CIA memos and IMF loans, is seldom forthcoming. Bureaucrats and officials have",PP,NP,in S,"subj, conj, repetition",1,Adv,seldom,NA,NA,PP,NP
278,1999,MAG,Inc. ,"executive. Neither of them had given any thought to the equity question, much less to whether they'd have to pay this administrator more than they paid themselves.",PP,NP,final,repetition,1,Neg,neither,NA,NA,PP,NP
282,1999,NEWS,USAToday ,"His Appleton blood couriers are having trouble getting pints out to local hospitals, much less to other states. # But donors keep coming in and blood keeps going out",PP,NP,final,repetition,1,Noun,trouble,NA,NA,PP,NP
286,1999,NEWS,Denver ,"bulking up before they ever get to college or the mi nor leagues, much less to the ma jors. # ' Is money the driving force for these kids",PP,NP,final,"conj, repetition",1,NEC,NA,NA,NA,PP,NP
287,1999,ACAD,AcademicQs ,". But liberation is not limited to revolutionary movements in the Third World, much less to the identity politics that gives much of the liberal-arts curriculum its current shape.",PP,NP,final,repetition,0,Neg,NA,NA,NA,PP,NP
292,1999,ACAD,SocialResrch ,"a collaborative work of beauty and hence to provide aesthetic pleasure to themselves, much less to observers. Indeed, Berlin never denies that it is proper for members to",PP,NP,final,repetition,1,NEC,NA,NA,NA,PP,NP
296,1999,ACAD,ArmedForces ,"not a moral compass that the military can fully inculcate in its officers, much less in its enlisted personnel. 34 The military ultimately draws from, and is a reflection",PP,NP,final,repetition,1,Neg,NA,NA,NA,PP,NP
299,1998,ACAD,InterAmStud ,"no evidence that the majority of Nicaraguans are characterized by strong political identifications, much less by ideological "" extremism. "" Instead, there are two strong political camps or",PP,NP,final,repetition,1,Neg,NA,NA,NA,PP,NP
304,1998,FIC,JrScholastic ,"No tribe has the right to sell land, even to each other, much less to strangers. Sell a country! Why not sell the air, the great",PP,NP,final,repetition,1,Neg,NA,NA,NA,PP,NP
305,1998,FIC,Analog ,"the fact that no one in 1938 had set foot on the Moon, much less on Mars. Of course, even in my time, the three human figures",PP,NP,final,repetition,1,Neg,NA,NA,NA,PP,NP
306,1998,FIC,SouthernRev ,"she'd heard about. She refused to let me out of bed, much less out of the house to go to Miss Gita's. By noon she'd",PP,NP,final,repetition,1,Verb,refuse,NA,NA,PP,NP
314,1998,MAG,USCatholic ,"to those who knew Jesus in the flesh or as the risen Lord, much less to the later generations that inherited the sacred stories and teachings. Disagreements-many of them",PP,NP,final,NA,0,NEC,NA,NA,NA,PP,NP
317,1998,NEWS,Chicago ,"as myself. This is far from a standard message for any movie, much less for an animated film with a hopefully large children's audience. Society has put",PP,NP,final,repetition,1,Adj,far from,adversity,NA,PP,NP
329,1997,SPOK,NPR_TalkNation ,"is being kept by the government or others on Asian- Americans in general, much less on the sub-ethnic groups. So, that's one of the problems that we",PP,NP,final,repetition,0,NEC,NA,NA,NA,PP,NP
330,1997,FIC,Analog ,"is a bad thing to say even of one of my own kind, much less of a human. "" Knowing full well that what Hresah and I said would",PP,NP,final,repetition,1,NEC,NA,NA,NA,PP,NP
331,1997,FIC,SouthernRev ,"geographical point once again, I have never been to the Italian peninsula, much less to Rome itself, and so remote does it lie from my existence that even",PP,NP,final,repetition,1,Neg,never,NA,NA,PP,NP
337,1997,MAG,ChristCentury ,"exist in a separate realm, detached from religion, politics and history, much less from morality. Yet poetry does not make a straightforward argument about the world.",PP,NP,final,"conj, repetition",1,NEC,NA,NA,NA,PP,NP
339,1997,MAG,RollingStone ,"complex is that it can't pay for all of its present forces, much less for its futuristic dreams. # Last spring, while Defense Secretary William Cohen was",PP,NP,final,repetition,1,Neg,NA,NA,NA,PP,NP
340,1997,MAG,USNWR ,Clinton may delay even the symbolic first step of signing the Kyoto accord -- much less of submitting it to the Senate. This raises the possibility that Kyoto will become,PP,NP,final,repetition,1,Verb,delay,NA,NA,PP,NP
342,1997,NEWS,Atlanta ,"# Correctional workers should not be allowed to be mistreated by their employer, much less by inmates. However, every day these workers put their lives on the line",PP,NP,final,"passive, repetition",1,Neg,NA,NA,NA,PP,NP
344,1997,NEWS,Denver ,"# Some sites of technological triumph aren't even marked by identifying signs, much less by informational displays bc of the kind usually reserved for structures of world-class significance.",PP,NP,final,repetition,1,Neg,NA,NA,NA,PP,NP
345,1997,ACAD,Raritan ,"of loss; their secret life is marked by neither mourning nor resentment, much less by a terrifying pain in their wooden hands. If Sabbath is like a Punch",PP,NP,final,conj / repetition (no conj),1,Neg,neither,NA,NA,PP,NP
353,1996,SPOK,ABC_Nightline ,"choose it. We didn't choose for the photo to be taken, much less for it to be put on every newspaper and magazine, you know, in",PP,NP,final,repetition,1,Neg,NA,NA,NA,PP,NP
359,1996,MAG,Fortune ,"with a charm, an earnestness, and a naivete unusual for Hollywood, much less for MCA, an austere place run for half a century by Lew Wasserman,",PP,NP,final,repetition,1,NEC,NA,NA,NA,PP,NP
361,1996,MAG,AmSpect ,"obliquely. Do not look for Bob Dole to talk directly about Whitewater, much less about Paula Jones. Severe penalties would be attached. "" I've maintained that",PP,NP,final,repetition,1,Neg,NA,NA,NA,PP,NP
363,1996,MAG,Esquire ,"otherwise microscopic) diet. And reluctant to kill any animal for food, much less for Texas justice. Poetic and sympathetic on the surface though they may be,",PP,NP,final,repetition,1,Adj,reluctant,NA,NA,PP,NP
372,1996,ACAD,Raritan ,"assassination narratives. You don't have to approve of Castro's Cuba, much less of the JFK assassination, to find Cockburn's reasoning compelling. # But woven",PP,NP,final,repetition,1,Neg,NA,NA,NA,PP,NP
385,1995,MAG,TodaysParent ,"complications. Getting girls to follow a proper diet -- at any age, much less at adolescence -- is easier said than done. Instilling good eating habits from the",PP,NP,final,repetition,1,Prag,Adversity,NA,NA,PP,NP
395,1995,ACAD,WorldAffairs ,"that Britain would not entrust the safeguarding of her vital interests to Hungary, much less to Honduras. Here the League's role was subsidiary but modestly useful. 19 # ",PP,NP,final,repetition,1,Neg,NA,NA,NA,PP,NP
396,1995,ACAD,ArtBulletin ,"at its most intriguing consists not of an oscillation between text and history, much less of an adjudication between them, much less of some synthesis of them in some",PP,NP,final,"repetition, pronoun",0,Neg,NA,Double much less!,NA,PP,NP
397,1995,ACAD,ArtBulletin ,"oscillation between text and history, much less of an adjudication between them, much less of some synthesis of them in some grand Hegelian Aufhebung; it consists instead in",PP,NP,final,"repetition, pronoun",0,Neg,NA,Double much less!,NA,PP,NP
400,1995,ACAD,ArmedForces ,"no longer perceived of as a condition for the realization of war objectives, much less for the attainment of political ends. These are now regarded as achievable by using",PP,NP,final,repetition,0,Neg,NA,NA,NA,PP,NP
401,1995,SPOK,CNN_Crossfire ,"of people who are overbearing, even in their relations with other countries, much less with their own people. I can't believe that you wouldn't think that",PP,NP,final,repetition,1,NEC,NA,NA,NA,PP,NP
402,1995,SPOK,ABC_Brinkley ,". It has not spread to Macedonia or Kosovo or even to Croatia, much less to Bulgaria, Romania, Greece, Turkey. GEORGE WILL: Does- does the",PP,NP,final,"conj, repetition",1,Neg,NA,NA,NA,PP,NP
405,1994,FIC,LiteraryRev ,", no one could have more than one opinion on any given matter, much less on that one. # "" On behalf of everyone, I accept your excuses",PP,NP,final,"one, repetition",1,Neg,NA,NA,NA,PP,NP
407,1994,MAG,Ms ,"specific demographic groups -- paying little heed to women's health or empowerment, much less to their personal needs or desires (see page 4). In the last",PP,NP,final,"conj, repetition",1,NEC,NA,NA,NA,PP,NP
410,1994,MAG,PsychToday ,"want to become an adult and a parent to children of his own, much less to his crotchety father Jackie Gleason. Surely all of us have times when we",PP,NP,final,repetition,0,NEC,NA,NA,NA,PP,NP
412,1994,MAG,NatlReview ,"the implication of another person or to the confession of the true killer, much less to any official action admitting the execution of an innocent person.' # Instead",PP,NP,final,repetition,0,NEC,NA,NA,NA,PP,NP
413,1994,MAG,USAToday ,"but en route to Lithuania there was no check even for train tickets, much less for visas. From Lithuania, we entered Latvia by car. There was no",PP,NP,final,repetition,1,Neg,NA,NA,NA,PP,NP
416,1994,NEWS,WashPost ,"South Africa on Nov. 10, unprepared for the pageant, she says, much less for what followed. # A local journalist warned her that Israel's previous contestants",PP,NP,final,repetition,1,Adj,unprepared,NA,NA,PP,NP
417,1994,NEWS,WashPost ,"the fact that he didn't have money to buy anything for himself, much less for his girlfriend, Lisa, and their toddler son. "" So I went",PP,NP,final,"conj, repetition",1,Neg,NA,NA,NA,PP,NP
425,1994,ACAD,WorldAffairs ,". # Socialist marketeers have no objection to the growth of private businesses, much less to the development of collective enterprises, as long as the state sector can keep",PP,NP,final,repetition,0,Neg,NA,NA,NA,PP,NP
426,1994,ACAD,ArtBulletin ,"Our reluctance to declare ourselves fully in touch with the experience of others, much less in control, and our hesitation in the face of difference separate us from an",PP,NP,final,repetition,0,Prag,Adversity,NA,NA,PP,NP
428,1993,SPOK,PBS_Newshour ,"the creator found it necessary to make a place for cactus at all, much less for over 3500 different varieties. Bickel's photos answered this question and raised another",PP,NP,final,repetition,1,NEC,NA,at all,NA,PP,NP
437,1993,MAG,HarpersMag ,"President will not want to feel that he is talking to a thug, much less to a psychopathic killer, a lunatic, or a cheap impersonation of Adolf Hitler",PP,NP,final,"conj, repetition",1,Neg,NA,NA,NA,PP,NP
443,1993,NEWS,WashPost ,"rarely promote bicycle commuting as a solution to traffic congestion or air pollution, much less as a boon to personal health and physical fitness. In "" Earth in the",PP,NP,final,repetition,0,Adv,rarely,NA,NA,PP,NP
444,1993,NEWS,SanFranChron ,"to the hilarious Mexican shoot-'em-up he never intended to be shown in public, much less in American theaters. # Nevertheless, the Sundance Audience Award for drama went to",PP,NP,final,repetition,1,Neg,never,NA,NA,PP,NP
454,1993,ACAD,PhysicsToday ,"seem to have to the very real problems of the rest of science, much less to those of society. The constructionist hypothesis breaks down when confronted with the twin",PP,NP,final,repetition,0,NEC,NA,NA,NA,PP,NP
458,1992,SPOK,PBS_Newshour ,"Do you believe that guidelines could be written at a state level, or much less at a national level, that could, in fact, set the way the",PP,NP,final,repetition,1,Ques,NA,Speech error: or much less,NA,PP,NP
462,1992,FIC,SouthernRev ,"vestige of a possibility that he might find anywhere a redemption for himself, much less for his forfeited land. For Thad was not able then to distinguish between himself",PP,NP,final,repetition,1,NEC,NA,NA,NA,PP,NP
465,1992,MAG,Futurist ,", there have been no calls from any authorities for extensive public debate, much less for a referendum, on whether to proceed with human biotechnology. People are clearly",PP,NP,in NP,repetition,1,NEC,NA,NA,NA,PP,NP
469,1992,MAG,WashMonth ,"hard to come by, and finding money for a mailing or two -- much less for constant polling -- can be difficult. Getting the public to even notice your",PP,NP,final,subj,1,Adj,hard,NA,NA,PP,NP
474,1992,NEWS,WashPost ,""" would have been difficult for anybody with good relations with the legislature, much less for a guy who has burned all his bridges, "" observed state Sen. Joseph",PP,NP,final,repetition,0,Adj,difficult,NA,NA,PP,NP
478,1992,ACAD,Education ,"continuing educational improvement will become institutionalized in all the schools of a district, much less in all the schools of a state, until other conditions are met. The",PP,NP,final,repetition,0,NEC,NA,NA,NA,PP,NP
479,1992,ACAD,Symposium ,"to the Church. He gives no sign of any independence of judgment, much less of resentment, as he serves the interests of the new bourgeois establishment and social",PP,NP,final,repetition,1,Neg,NA,"remnant contrasts with any independence, right?",NA,PP,NP
482,1991,MAG,NatlReview ,"Party center can not enforce its will on its branches in the provinces, much less on the Chinese nation. # Morale: Near Zero # THE PEOPLE are simply",PP,NP,final,repetition,0,Neg,NA,NA,NA,PP,NP
485,1991,MAG,RollingStone ,"but they're not a reliable basis for determining a person's quality, much less for advancing social equity. If conservatives insist on such a standard, they are",PP,NP,final,repetition,1,Neg,NA,NA,NA,PP,NP
491,1991,NEWS,SanFranChron ,"mayor's financial officer has disclosed that fact to the Board of Supervisors, much less to the tax- paying public. # In past years, the controller, the",PP,NP,final,repetition,1,NEC,NA,1 because Board of Supervisors treated as proper name?,NA,PP,NP
492,1991,ACAD,Church&State ,"had difficulty accepting the idea of participating in the Supper with other Baptists, much less with those of other denominations. Yet even the strictest of Baptists concluded that participating",PP,NP,final,repetition,1,Adj,difficulty,NA,NA,PP,NP
498,1991,ACAD,PerspPolSci ,"22 Montaigne has not spoken a word about the end of our actions, much less about the aim of human life. To be in Montaigne's company, it",PP,NP,final,repetition,0,Neg,NA,NA,NA,PP,NP
502,1991,SPOK,PBS_Newshour ,. A fragment of Korea - - some remains from World War II -- much less from the First World War -- and nothing from the wars before. As summer,PP,NP,final,repetition,1,Prag,Adversity,NA,NA,PP,NP
504,1991,SPOK,PBS_Newshour ,"no views, with no opinions about the crucial issues of the day, much less about important issues of judicial methodology, constitutional and statutory interpretation. I don't",PP,NP,final,repetition,0,Neg,NA,NA,NA,PP,NP
506,1991,FIC,KenyonRev ,"face and her unkempt hair could remind one of nothing that was human, much less of those long-ago charming girls. And I must say that to an extremely old",PP,NP,final,repetition,1,Neg,nothing,NA,NA,PP,NP
508,1991,FIC,BkSF:AllWeyrsPern ,"appalled at the possible harm such implements could have done to his friend, much less to Aivas. He found himself swaying a bit on his feet. Immediately Piemur",PP,NP,final,repetition,1,??,NA,NA,NA,PP,NP
509,1991,FIC,Bk:TrueColors ,"him so much that he'd never even admitted the shock to himself, much less to anyone else. He'd cold-bloodedly seduced a teenaged girl, not the woman",PP,NP,final,repetition,1,Neg,never,NA,NA,PP,NP
511,1990,SPOK,ABC_Primetime ,"and yet these children with AIDS do not get out of their cribs, much less out of the hospital. They gave me this list of stuff that they needed",PP,NP,final,repetition,1,Neg,NA,NA,NA,PP,NP
512,1990,SPOK,CNN_King ,"guy who is doing a lot of terrible things within his own country, much less within the region as a whole, and it seems as if we were not",PP,NP,final,repetition,1,NEC,NA,NA,NA,PP,NP
515,1990,FIC,LiteraryRev ,"say, but me friend say dey do' want we in de house much less in dey bed, he say dey only like ter dance wit we an get",PP,NP,final,repetition,1,Neg,NA,NA,NA,PP,NP
518,1990,MAG,NatlReview ,"someone in your position could display such callous insensitivity to any human being, much less to one considered to be a friend to the Administration and of those of its",PP,NP,final,repetition,1,NEC,NA,NA,NA,PP,NP
519,1990,MAG,Newsweek ,". And South American nations have a hard time working with each other, much less with gringos from up north. Thurman's scheme is "" the kind of high-profile",PP,NP,final,repetition,1,Adj,hard,NA,NA,PP,NP
524,1990,MAG,HistoryToday ,"any official help or backing to Abd el-Kader in his days of power, much less in the later, fugitive years of his campaign against the French invasion, but",PP,NP,final,repetition,0,NEC,NA,NA,NA,PP,NP
525,1990,MAG,NewRepublic ,"such jobs will lead no higher -- not to a McDonald's managership, much less to a non-dead-end job in the still sizable non-fast-food sector of the economy. It",PP,NP,final,repetition,1,Neg,NA,NA,NA,PP,NP
532,1990,ACAD,ForeignAffairs ,"in this country, even on the need for a new national thesis, much less on its content. Warnings that the Soviet Union remains the foremost threat to our",PP,NP,final,repetition,0,NEC,NA,NA,NA,PP,NP
534,1990,ACAD,AmerEthnicHis ,"any easy cross-comparisons of Irish-born Protestants and Catholics in the nineteenth-century American economy, much less of their children and descendants. But aggregate patterns are fairly clear; inferentially,",PP,NP,final,repetition,0,NEC,NA,NA,NA,PP,NP
538,1990,ACAD,CATOJournal ,"coordination will lack the discipline and the spontaneity that it requires for credibility, much less for success. An approach lacking credibility creates uncertainty about the reasons for government actions",PP,NP,final,repetition,1,Verb,lack,NA,NA,PP,NP
539,1990,ACAD,SexResearch ,"by any stretch of the imagination to constitute a random sample of humanity, much less of ancestral Pleistocene peoples, the present study can only be regarded as exploratory,",PP,NP,final,repetition,1,NEC,NA,NA,NA,PP,NP
459,1992,SPOK,PBS_Newshour ,"Miami. U.S. carriers have very limited rights even to fly to Spain, much less beyond Spain. MR-MacNeil: Let me come -- MR-CRANDALL: So that impact is",PP,P,final,NA,1,Adj,limited,NA,NA,PP,P
15,2011,FIC,Bk:Intimates ,"'d never get there in one piece, "" her mother said. "" Much less on time. God knows what would happen to you. "" Her mother made",PP,PP,final,NA,1,Neg,never,Fragment,NA,PP,PP
17,2011,FIC,Bk:BeachLane ,"were burned into his memory. He'd never anticipated falling in love, much less with a vulnerable bundle of contradictions like Susie, but it had happened. It",PP,PP,final,sprout,1,Neg,never,NA,NA,PP,PP
32,2011,ACAD,InstrPsych ,"report that teachers: did not have enough time in the school day, much less at home, to do all of the things they were expected to do and",PP,PP,in NP,NA,1,Neg,NA,NA,NA,PP,PP
46,2010,ACAD,MechanicalEng ,"There are few national markets to simplify the distribution of water within nations, much less across national borders. In fact, before we created national or international markets,",PP,PP,final,NA,1,Det,few,NA,NA,PP,PP
48,2010,ACAD,LawPublicPol ,"punishment would not guarantee that the punishment would ultimately be imposed at all, much less with greater frequency than in the past. Nor would it be a guarantee of",PP,PP,final,NA,1,Neg,NA,NA,NA,PP,PP
54,2009,SPOK,NBC_Today ,"GIFFORD: I don't want to look at myself naked any time, much less at 2:00 in the morning. KOTB: Why are you naked? Why are",PP,PP,final,AdvP contrast,1,Neg,NA,NA,NA,PP,PP
